"","date","fog","rain","snow","snowfallm","snowfalli","monthtodatesnowfallm","monthtodatesnowfalli","since1julsnowfallm","since1julsnowfalli","snowdepthm","snowdepthi","hail","thunder","tornado","meantempm","meantempi","meandewptm","meandewpti","meanpressurem","meanpressurei","meanwindspdm","meanwindspdi","meanwdire","meanwdird","meanvism","meanvisi","humidity","maxtempm","maxtempi","mintempm","mintempi","maxhumidity","minhumidity","maxdewptm","maxdewpti","mindewptm","mindewpti","maxpressurem","maxpressurei","minpressurem","minpressurei","maxwspdm","maxwspdi","minwspdm","minwspdi","maxvism","maxvisi","minvism","minvisi","gdegreedays","heatingdegreedays","coolingdegreedays","precipm","precipi","precipsource","heatingdegreedaysnormal","monthtodateheatingdegreedays","monthtodateheatingdegreedaysnormal","since1sepheatingdegreedays","since1sepheatingdegreedaysnormal","since1julheatingdegreedays","since1julheatingdegreedaysnormal","coolingdegreedaysnormal","monthtodatecoolingdegreedays","monthtodatecoolingdegreedaysnormal","since1sepcoolingdegreedays","since1sepcoolingdegreedaysnormal","since1jancoolingdegreedays","since1jancoolingdegreedaysnormal"
"133","12:00 PM EDT on May 11, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","16","61","4","39","1020","30.11","12","7","","14","16","10","","20","68","12","54","60","28","8","46","0","32","1022","30.17","1017","30.04","26","16","6","4","16","10","16","10","11","4","0","0.00","0.00","","9","150","116","","","4703","5497","0","0","0","","","3","3"
"134","12:00 PM EDT on May 12, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","16","60","3","37","1020","30.11","15","9","","75","16","10","","19","66","12","54","57","28","7","44","-1","30","1022","30.18","1016","30.02","27","17","10","6","16","10","16","10","10","5","0","0.00","0.00","","9","155","125","","","4708","5506","0","0","0","","","3","3"
"135","12:00 PM EDT on May 13, 2016","0","1","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","17","63","12","54","1011","29.85","15","9","","185","15","10","","23","74","11","52","93","57","16","61","6","42","1016","30.01","1006","29.71","32","20","6","4","16","10","6","4","12","2","0","2.79","0.11","","8","157","133","","","4710","5514","0","0","0","","","3","3"
"136","12:00 PM EDT on May 14, 2016","0","1","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","20","68","11","51","1004","29.66","18","11","","238","16","10","","25","77","15","59","84","33","16","61","6","43","1007","29.73","1001","29.55","42","26","6","4","16","10","16","10","18","0","3","T","T","","8","157","141","","","4710","5522","1","3","1","","","6","4"
"137","12:00 PM EDT on May 15, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","12","53","2","36","1003","29.61","31","20","","260","16","10","","16","61","7","45","80","27","11","52","-4","25","1009","29.79","999","29.51","53","33","16","10","16","10","16","10","4","12","0","0.00","0.00","","8","169","149","","","4722","5530","1","3","2","","","6","5"
"138","12:00 PM EDT on May 16, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","0.00","0.00","0","0","0","11","51","-3","26","1012","29.89","31","19","","273","16","10","","15","59","6","42","49","26","-2","29","-4","24","1017","30.04","1009","29.79","43","27","14","9","16","10","16","10","0","14","0","0.00","0.00","","8","183","157","","","4736","5538","1","3","3","","","6","6"
"139","12:00 PM EDT on May 17, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","0.00","0.00","0","0","0","16","60","2","36","1018","30.07","20","12","","256","16","10","","21","70","10","50","50","31","5","41","-1","31","1020","30.12","1017","30.03","34","21","10","6","16","10","16","10","10","5","0","0.00","0.00","","8","188","165","","","4741","5546","1","3","4","","","6","7"
"140","12:00 PM EDT on May 18, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","12","54","4","40","1020","30.13","15","9","","90","16","10","","15","59","9","49","66","44","6","42","2","36","1022","30.19","1018","30.07","32","20","0","0","16","10","16","10","2","11","0","0.00","0.00","","7","199","172","","","4752","5553","1","3","5","","","6","8"
"141","12:00 PM EDT on May 19, 2016","0","1","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","13","55","7","44","1020","30.11","11","7","","87","16","10","","16","60","10","50","80","51","8","47","5","41","1021","30.16","1019","30.08","32","20","0","0","16","10","16","10","5","10","0","T","T","","7","209","179","","","4762","5560","1","3","6","","","6","9"
"142","12:00 PM EDT on May 20, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","16","61","8","46","1022","30.17","14","9","","255","16","10","","22","71","11","51","83","37","9","48","6","42","1023","30.21","1020","30.12","21","13","8","5","16","10","16","10","11","4","0","0.00","0.00","","7","213","186","","","4766","5567","1","3","7","","","6","10"
"143","12:00 PM EDT on May 21, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","18","65","6","43","1018","30.07","14","9","","204","16","10","","24","76","12","53","71","29","9","48","4","39","1022","30.19","1013","29.93","32","20","6","4","16","10","16","10","14","0","0","0.00","0.00","","7","213","193","","","4766","5574","1","3","8","","","6","11"
"144","12:00 PM EDT on May 22, 2016","0","1","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","14","57","10","50","1011","29.86","11","7","","79","16","10","","17","62","11","52","93","64","12","54","7","45","1013","29.92","1010","29.83","27","17","0","0","16","10","16","10","8","8","0","T","T","","6","221","199","","","4774","5580","1","3","9","","","6","12"
"145","12:00 PM EDT on May 23, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","17","62","10","50","1013","29.91","9","6","","96","16","10","","23","73","11","51","89","44","11","52","9","48","1013","29.93","1012","29.88","26","16","0","0","16","10","16","10","12","3","0","0.00","0.00","","6","224","205","","","4777","5586","1","3","10","","","6","13"
"146","12:00 PM EDT on May 24, 2016","0","1","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","13","56","11","52","1013","29.93","17","10","","40","10","6","","15","59","11","52","93","72","11","52","10","50","1015","29.98","1012","29.89","32","20","8","5","16","10","2","1","4","9","0","6.60","0.26","","6","233","211","","","4786","5592","1","3","11","","","6","14"
"147","12:00 PM EDT on May 25, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","22","71","11","52","1015","29.98","12","8","","243","16","10","","31","88","12","53","93","21","15","59","6","42","1016","30.01","1013","29.93","29","18","0","0","16","10","11","7","20","0","6","0.00","0.00","","6","233","217","","","4786","5598","1","9","12","","","12","15"
"148","12:00 PM EDT on May 26, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","21","69","13","55","1018","30.06","13","8","","62","16","10","","26","79","14","58","87","46","15","59","11","52","1020","30.11","1016","30.00","32","20","0","0","16","10","14","9","20","0","4","0.00","0.00","","5","233","222","","","4786","5603","1","13","13","","","16","16"
"149","12:00 PM EDT on May 27, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","19","66","14","57","1019","30.08","11","7","","79","14","9","","23","73","14","58","87","68","17","62","12","54","1020","30.12","1016","30.02","24","15","0","0","16","10","10","6","14","0","1","0.00","0.00","","5","233","227","","","4786","5608","2","14","15","","","17","18"
"150","12:00 PM EDT on May 28, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","27","80","17","63","1017","30.05","13","8","","218","16","10","","33","92","19","67","76","38","19","67","14","57","1019","30.09","1016","30.02","24","15","8","5","16","10","16","10","25","0","15","0.00","0.00","","5","233","232","","","4786","5613","2","29","17","","","32","20"
"151","12:00 PM EDT on May 29, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","18","65","12","54","1022","30.17","14","9","","36","13","8","","25","77","12","53","93","69","18","65","11","51","1023","30.22","1019","30.09","23","14","6","4","16","10","4","2","7","0","0","T","T","","5","233","237","","","4786","5618","2","29","19","","","32","22"
"152","12:00 PM EDT on May 30, 2016","0","1","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","18","64","14","58","1015","29.99","12","7","","138","9","6","","24","76","11","52","100","74","20","68","11","52","1020","30.13","1012","29.88","32","20","0","0","16","10","2","1","14","1","0","28.70","1.13","","4","234","241","","","4787","5622","2","29","21","","","32","24"
"153","12:00 PM EDT on May 31, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","26","78","13","56","1012","29.89","18","11","","257","16","10","","31","87","20","68","93","23","19","67","7","45","1014","29.95","1010","29.84","32","20","11","7","16","10","16","10","28","0","13","0.00","0.00","","4","234","245","","","4787","5626","2","42","27","","","45","30"
"154","12:00 PM EDT on June 01, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","18","65","12","53","1021","30.14","15","10","","48","16","10","","23","73","14","57","86","44","13","56","10","50","1023","30.22","1014","29.96","32","20","8","5","16","10","16","10","14","0","0","0.00","0.00","","4","0","4","","","4787","5630","2","0","2","","","45","32"
"155","12:00 PM EDT on June 02, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","15","59","12","54","1022","30.19","15","9","","78","13","8","","17","62","13","56","93","80","13","55","12","53","1024","30.24","1021","30.14","26","16","8","5","16","10","3","2","8","6","0","0.00","0.00","","4","6","8","","","4793","5634","2","0","4","","","45","34"
"156","12:00 PM EDT on June 03, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","18","64","14","58","1017","30.05","13","8","","131","15","10","","21","70","14","57","93","73","16","61","13","55","1021","30.14","1015","29.99","26","16","0","0","16","10","11","7","14","1","0","0.00","0.00","","4","7","12","","","4794","5638","2","0","6","","","45","36"
"157","12:00 PM EDT on June 04, 2016","1","0","0","0.00","0.00","0.00","0.00","91.69","36.10","0.00","0.00","0","0","0","19","66","16","60","1015","29.98","10","6","","131","16","10","","21","70","16","61","93","73","17","63","14","58","1016","30.01","1013","29.93","21","13","6","4","16","10","11","7","15","0","1","0.00","0.00","","3","7","15","","","4794","5641","2","1","8","","","46","38"
"158","12:00 PM EDT on June 05, 2016","0","1","0","0.00","0.00","0.00","0.00","91.69","36.10","0.00","0.00","0","0","0","18","64","16","61","1009","29.80","14","8","","135","10","6","","20","68","16","60","100","87","19","66","14","57","1014","29.94","1001","29.57","34","21","6","4","16","10","2","2","13","1","0","23.11","0.91","","3","8","18","","","4795","5644","3","1","11","","","46","41"
"159","12:00 PM EDT on June 06, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","24","75","15","59","1002","29.60","17","11","","239","16","10","","29","84","18","65","93","34","18","64","11","51","1003","29.63","1002","29.58","34","21","6","4","16","10","16","10","24","0","10","0.00","0.00","","3","8","21","","","4795","5647","3","11","14","","","56","44"
"160","12:00 PM EDT on June 07, 2016","0","1","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","1","0","24","75","15","59","998","29.47","15","9","","215","16","10","","30","86","17","63","87","29","18","65","9","49","1003","29.62","994","29.37","34","21","6","4","16","10","5","3","24","0","10","3.81","0.15","","3","8","24","","","4795","5650","3","21","17","","","66","47"
"161","12:00 PM EDT on June 08, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","19","66","9","48","999","29.49","25","16","","285","16","10","","23","74","14","57","73","41","13","56","7","44","1003","29.61","996","29.42","37","23","16","10","16","10","16","10","16","0","1","T","T","","3","8","27","","","4795","5653","3","22","20","","","67","50"
"162","12:00 PM EDT on June 09, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","17","62","5","41","1004","29.66","28","18","","291","16","10","","21","69","12","54","66","37","7","44","3","38","1008","29.78","1003","29.61","48","30","19","12","16","10","16","10","12","3","0","0.00","0.00","","3","11","30","","","4798","5656","3","22","23","","","67","53"
"163","12:00 PM EDT on June 10, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","18","64","7","44","1013","29.91","18","11","","320","16","10","","22","72","13","55","80","38","11","51","3","37","1016","30.01","1009","29.80","34","21","0","0","16","10","16","10","14","1","0","0.00","0.00","","2","12","32","","","4799","5658","4","22","27","","","67","57"
"164","12:00 PM EDT on June 11, 2016","0","1","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","16","61","12","54","1012","29.88","11","7","","195","15","10","","20","68","12","54","93","45","16","61","8","46","1017","30.03","1005","29.68","42","26","0","0","16","10","11","7","11","4","0","0.51","0.02","","2","16","34","","","4803","5660","4","22","31","","","67","61"
"165","12:00 PM EDT on June 12, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","20","68","11","51","1001","29.57","28","17","","274","16","10","","27","80","13","55","87","38","17","62","4","39","1005","29.68","998","29.48","53","33","8","5","16","10","13","8","18","0","3","0.00","0.00","","2","16","36","","","4803","5662","4","25","35","","","70","65"
"166","12:00 PM EDT on June 13, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","18","64","8","46","1005","29.67","27","17","","300","16","10","","23","73","12","54","71","41","9","48","4","39","1006","29.70","1003","29.62","45","28","21","13","16","10","16","10","14","1","0","0.00","0.00","","2","17","38","","","4804","5664","4","25","39","","","70","69"
"167","12:00 PM EDT on June 14, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","19","67","7","45","1009","29.81","20","12","","303","16","10","","26","79","13","55","66","28","9","48","6","42","1012","29.88","1006","29.71","40","25","6","4","16","10","16","10","17","0","2","0.00","0.00","","2","17","40","","","4804","5666","4","27","43","","","72","73"
"168","12:00 PM EDT on June 15, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","24","76","8","47","1011","29.85","16","10","","301","16","10","","29","85","19","66","58","25","11","51","5","41","1012","29.89","1009","29.79","11","7","0","0","16","10","16","10","25","0","11","0.00","0.00","","2","17","42","","","4804","5668","4","38","47","","","83","77"
"169","12:00 PM EDT on June 16, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","21","69","12","53","1009","29.79","11","7","","91","16","10","","25","77","16","61","84","36","14","57","9","48","1010","29.84","1006","29.72","27","17","0","0","16","10","16","10","20","0","4","0.00","0.00","","2","17","44","","","4804","5670","5","42","52","","","87","82"
"170","12:00 PM EDT on June 17, 2016","0","1","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","1","0","19","67","11","51","1015","29.97","13","8","","137","16","10","","23","74","15","59","78","38","12","53","8","47","1020","30.11","1010","29.82","52","32","0","0","16","10","3","2","16","0","2","3.05","0.12","","1","17","45","","","4804","5671","5","44","57","","","89","87"
"171","12:00 PM EDT on June 18, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","19","66","12","53","1023","30.22","16","10","","113","16","10","","22","72","16","60","90","47","14","57","7","45","1027","30.33","1019","30.09","29","18","8","5","16","10","16","10","16","0","1","0.00","0.00","","1","17","46","","","4804","5672","5","45","62","","","90","92"
"172","12:00 PM EDT on June 19, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","21","70","12","54","1026","30.29","19","12","","197","16","10","","28","82","14","57","93","40","13","56","9","49","1027","30.34","1024","30.24","37","23","8","5","16","10","16","10","20","0","5","0.00","0.00","","1","17","47","","","4804","5673","5","50","67","","","95","97"
"173","12:00 PM EDT on June 20, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","0.00","0.00","0","0","0","22","72","14","58","1018","30.07","20","13","","203","16","10","","28","83","16","60","90","46","17","62","12","54","1024","30.25","1010","29.83","32","20","11","7","16","10","16","10","21","0","7","0.00","0.00","","1","17","48","","","4804","5674","5","57","72","","","102","102"
"174","12:00 PM EDT on June 21, 2016","0","1","0","0.00","0.00","0.00","0.00","91.69","36.10","0.00","0.00","0","1","0","24","76","12","53","1007","29.75","21","13","","244","16","10","","31","87","18","64","87","21","18","64","5","41","1009","29.81","1005","29.69","39","24","10","6","16","10","14","9","26","0","11","0.51","0.02","","1","17","49","","","4804","5675","6","68","78","","","113","108"
"175","12:00 PM EDT on June 22, 2016","0","1","0","0.00","0.00","0.00","0.00","91.69","36.10","0.00","0.00","0","0","0","22","71","8","46","1009","29.81","15","10","","273","16","10","","26","78","18","64","59","28","12","53","5","41","1012","29.90","1008","29.76","42","26","6","4","16","10","16","10","21","0","6","T","T","","1","17","50","","","4804","5676","6","74","84","","","119","114"
"176","12:00 PM EDT on June 23, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","0.00","0.00","0","0","0","21","69","11","51","1011","29.87","14","9","","123","16","10","","25","77","16","60","81","39","16","60","6","42","1013","29.92","1009","29.81","29","18","0","0","16","10","16","10","18","0","4","0.00","0.00","","1","17","51","","","4804","5677","6","78","90","","","123","120"
"177","12:00 PM EDT on June 24, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","0.00","0.00","0","0","0","19","67","11","52","1018","30.06","14","9","","81","16","10","","22","72","16","61","84","41","14","57","8","47","1021","30.15","1012","29.90","32","20","0","0","16","10","16","10","17","0","2","0.00","0.00","","1","17","52","","","4804","5678","6","80","96","","","125","126"
"178","12:00 PM EDT on June 25, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","0.00","0.00","0","0","0","19","66","12","53","1023","30.20","10","6","","109","16","10","","23","73","15","59","87","40","14","57","7","45","1024","30.23","1021","30.16","24","15","0","0","16","10","16","10","16","0","1","0.00","0.00","","1","17","53","","","4804","5679","6","81","102","","","126","132"
"179","12:00 PM EDT on June 26, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","0.00","0.00","0","0","0","22","72","12","54","1022","30.17","15","10","","169","16","10","","29","84","15","59","78","36","13","56","9","49","1024","30.23","1020","30.11","29","18","6","4","16","10","16","10","22","0","7","0.00","0.00","","1","17","54","","","4804","5680","6","88","108","","","133","138"
"180","12:00 PM EDT on June 27, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","24","75","13","56","1017","30.05","24","15","","204","16","10","","30","86","18","64","78","31","17","63","7","45","1020","30.11","1015","29.99","40","25","14","9","16","10","16","10","25","0","10","0.00","0.00","","1","17","55","","","4804","5681","7","98","115","","","143","145"
"181","12:00 PM EDT on June 28, 2016","0","1","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","23","74","18","64","1015","29.97","17","10","","192","16","10","","26","79","20","68","84","58","19","67","17","62","1016","30.01","1013","29.91","32","20","10","6","16","10","16","10","24","0","9","2.03","0.08","","1","17","56","","","4804","5682","7","107","122","","","152","152"
"182","12:00 PM EDT on June 29, 2016","0","1","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","1","0","25","77","18","65","1011","29.86","14","9","","191","16","10","","31","87","19","67","100","44","20","68","16","60","1012","29.90","1009","29.80","16","10","0","0","16","10","13","8","26","0","12","0.76","0.03","","0","17","56","","","4804","5682","7","119","129","","","164","159"
"183","12:00 PM EDT on June 30, 2016","0","0","0","0.00","0.00","0.00","0.00","91.69","36.10","","","0","0","0","24","75","14","58","1014","29.96","16","10","","152","16","10","","27","81","20","68","70","39","16","61","12","53","1016","30.01","1012","29.88","29","18","11","7","16","10","16","10","24","0","10","0.00","0.00","","0","17","56","","","4804","5681","7","129","136","","","174","166"
"184","12:00 PM EDT on July 01, 2016","0","1","0","0.00","0.00","0.00","0.00","0.00","0.00","","","0","1","0","25","77","17","62","1014","29.95","18","11","","195","16","10","","30","86","20","68","90","40","20","68","14","58","1017","30.03","1010","29.83","40","25","8","5","16","10","6","4","27","0","12","5.08","0.20","","0","0","0","","","0","0","7","12","7","","","186","173"
"185","12:00 PM EDT on July 02, 2016","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","23","73","12","54","1011","29.87","20","13","","267","16","10","","27","80","18","65","90","28","19","67","7","44","1016","30.00","1009","29.80","37","23","10","6","16","10","16","10","23","0","8","0.00","0.00","","0","0","0","","","0","0","8","20","15","","","194","181"
"186","12:00 PM EDT on July 03, 2016","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","23","74","9","49","1016","30.01","18","11","","257","16","10","","29","84","18","64","60","26","13","55","7","44","1017","30.05","1014","29.96","29","18","10","6","16","10","16","10","24","0","9","0.00","0.00","","0","0","0","","","0","0","8","29","23","","","203","189"
"187","12:00 PM EDT on July 04, 2016","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0","0","25","77","11","52","1015","29.98","19","12","","242","16","10","","31","88","19","66","68","24","13","55","8","46","1017","30.03","1013","29.92","35","22","11","7","16","10","16","10","26","0","12","0.00","0.00","","0","0","0","","","0","0","8","41","31","","","215","197"
"188","12:00 PM EDT on July 05, 2016","0","1","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0","0","21","70","18","65","1009","29.79","8","5","","106","10","6","","24","76","18","64","93","61","21","70","13","55","1013","29.93","1007","29.73","16","10","0","0","16","10","1","1","20","0","5","5.84","0.23","","0","0","0","","","0","0","8","46","39","","","220","205"
"189","12:00 PM EDT on July 06, 2016","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0","0","28","83","17","62","1009","29.80","14","9","","243","16","10","","34","94","22","71","93","33","19","67","15","59","1010","29.84","1008","29.77","29","18","0","0","16","10","16","10","30","0","18","0.00","0.00","","0","0","0","","","0","0","8","64","47","","","238","213"
"190","12:00 PM EDT on July 07, 2016","1","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0","0","21","70","16","61","1009","29.80","13","8","","68","10","6","","26","79","16","61","100","62","18","65","15","59","1011","29.86","1008","29.77","24","15","6","4","16","10","0","0","14","0","5","0.00","0.00","","0","0","0","","","0","0","8","69","55","","","243","221"
"191","12:00 PM EDT on July 08, 2016","0","1","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0","0","18","64","15","59","1011","29.86","17","10","","52","12","7","","19","67","16","61","100","73","17","63","13","55","1014","29.94","1008","29.77","26","16","6","4","16","10","0","0","14","1","0","0.51","0.02","","0","1","0","","","1","0","8","69","63","","","243","229"
"192","12:00 PM EDT on July 09, 2016","0","1","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0","0","17","62","14","57","1013","29.91","16","10","","70","14","9","","18","65","15","59","93","73","16","61","13","55","1013","29.93","1012","29.88","26","16","10","6","16","10","1","0","12","3","0","2.79","0.11","","0","4","0","","","4","0","8","69","71","","","243","237"
"193","12:00 PM EDT on July 10, 2016","0","1","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0","0","17","62","15","59","1012","29.88","10","6","","53","13","8","","18","64","15","59","97","84","16","61","14","57","1015","29.97","1010","29.83","21","13","0","0","16","10","2","1","12","3","0","2.29","0.09","","0","7","0","","","7","0","8","69","79","","","243","245"
"194","12:00 PM EDT on July 11, 2016","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","19","66","14","58","1017","30.03","11","7","","223","16","10","","22","72","15","59","90","57","16","61","13","55","1018","30.07","1014","29.96","23","14","0","0","16","10","13","8","16","0","1","T","T","","0","7","0","","","7","0","9","70","88","","","244","254"
"195","12:00 PM EDT on July 12, 2016","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","25","77","13","56","1018","30.06","14","9","","249","16","10","","31","88","18","65","78","29","16","61","11","51","1020","30.11","1016","30.01","26","16","6","4","16","10","16","10","26","0","12","0.00","0.00","","0","7","0","","","7","0","9","82","97","","","256","263"
"196","12:00 PM EDT on July 13, 2016","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","26","79","17","62","1016","30.02","19","12","","204","16","10","","33","92","18","65","81","44","19","67","14","57","1018","30.06","1014","29.96","35","22","6","4","16","10","16","10","28","0","14","0.00","0.00","","0","7","0","","","7","0","9","96","106","","","270","272"
"197","12:00 PM EDT on July 14, 2016","0","1","0","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","26","78","21","69","1011","29.87","23","14","","202","16","10","","31","87","21","69","87","57","23","73","16","60","1016","30.00","1008","29.76","42","26","13","8","16","10","16","10","28","0","13","T","T","","0","7","0","","","7","0","9","109","115","","","283","281"
"198","12:00 PM EDT on July 15, 2016","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","29","84","20","68","1010","29.82","14","9","","229","16","10","","36","96","22","72","93","29","22","71","15","59","1012","29.88","1009","29.79","27","17","0","0","16","10","11","7","34","0","19","0.00","0.00","","0","7","0","","","7","0","9","128","124","","","302","290"
"199","12:00 PM EDT on July 16, 2016","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","29","85","16","60","1015","29.99","14","9","","263","16","10","","34","94","24","75","64","30","17","63","13","56","1018","30.07","1012","29.88","29","18","0","0","16","10","16","10","34","0","20","0.00","0.00","","0","7","0","","","7","0","9","148","133","","","322","299"
"200","12:00 PM EDT on July 17, 2016","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","23","74","18","65","1019","30.08","12","7","","80","15","9","","26","79","20","68","93","64","19","66","17","63","1020","30.12","1017","30.04","24","15","0","0","16","10","6","4","22","0","9","0.00","0.00","","0","7","0","","","7","0","9","157","142","","","331","308"
"201","12:00 PM EDT on July 18, 2016","0","1","0","0.00","0.00","0.00","0.00","0.00","0.00","","","0","1","0","27","81","19","66","1015","29.98","19","12","","221","15","10","","35","95","19","67","97","33","21","69","16","61","1019","30.08","1013","29.91","48","30","0","0","16","10","10","6","30","0","16","0.25","0.01","","0","7","0","","","7","0","9","173","151","","","347","317"
"202","12:00 PM EDT on July 19, 2016","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","24","76","13","56","1016","30.01","17","11","","298","16","10","","29","84","20","68","74","28","19","67","7","44","1021","30.14","1013","29.92","34","21","11","7","16","10","16","10","28","0","11","0.00","0.00","","0","7","0","","","7","0","9","184","160","","","358","326"
"203","12:00 PM EDT on July 20, 2016","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","24","75","9","48","1021","30.15","16","10","","306","16","10","","29","84","18","65","56","26","11","51","7","45","1023","30.20","1019","30.09","27","17","10","6","16","10","16","10","24","0","10","0.00","0.00","","0","7","0","","","7","0","9","194","169","","","368","335"
"204","12:00 PM EDT on July 21, 2016","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","26","79","12","54","1018","30.07","16","10","","254","16","10","","33","91","19","67","63","24","18","64","9","49","1021","30.15","1015","29.97","32","20","6","4","16","10","16","10","28","0","14","0.00","0.00","","0","7","0","","","7","0","9","208","178","","","382","344"
"205","12:00 PM EDT on July 22, 2016","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","","","0","1","0","30","86","19","66","1009","29.81","28","17","","231","16","10","","37","98","23","73","74","35","22","72","17","63","1014","29.96","1006","29.70","42","26","19","12","16","10","13","8","36","0","21","0.00","0.00","","0","7","0","","","7","0","9","229","187","","","403","353"
"206","12:00 PM EDT on July 23, 2016","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","","","0","1","0","28","83","17","63","1007","29.75","17","11","","275","16","10","","34","94","22","72","84","30","21","70","13","56","1011","29.85","1006","29.70","47","29","0","0","16","10","16","10","32","0","18","T","T","","0","7","0","","","7","0","9","247","196","","","421","362"
"207","12:00 PM EDT on July 24, 2016","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","27","80","16","60","1013","29.92","13","8","","332","16","10","","33","91","20","68","84","32","18","65","13","55","1015","29.97","1011","29.87","26","16","0","0","16","10","16","10","30","0","15","0.00","0.00","","0","7","0","","","7","0","9","262","205","","","436","371"
