Crash Number,City/Town Name,Crash Date,Crash Time,Crash Severity,Number of Vehicles,Total Nonfatal Injuries,Total Fatal Injuries,Manner of Collision,Vehicle Action Prior to Crash,Vehicle Travel Directions,Most Harmful Events,Vehicle Configuration,Road Surface Condition,Ambient Light,Weather Condition,At Roadway Intersection,Distance from Nearest Roadway Intersection,Distance from Nearest Milemarker,Distance from Nearest Exit,Distance from Nearest Landmark,Non Motorist Type,X Coordinate,Y Coordinate
3975162,BOSTON,10-Nov-2014,8:05 AM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear,,Rte 93 N,,Exit 26 on Rte 93 N,,,236402.7433,901600.0342
3994048,BOSTON (DORCHESTER),10-Nov-2014,8:25 AM,Property damage only (none injured),2,0,0,Not reported,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Other ,V1: Passenger car / V2:Passenger car,Not reported,Not reported,Not Reported,DRAPER STREET / HOMES AVENUE,,,,,,235901.4533,894928.8123
3974644,BOSTON,10-Nov-2014,10:01 AM,Non-fatal injury,2,1,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear,,LEVERETT CONNECTOR SOUTH,,Exit 26 on Rte 93 S,,,,
3975933,BOSTON,10-Nov-2014,1:20 PM,Non-fatal injury,2,1,0,Angle,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Northbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,MORTON STREET Rte UNKNOW / HARVARD STREET,,,,,233493.5311,893100.9999
3973136,BOSTON,10-Nov-2014,1:20 PM,Property damage only (none injured),3,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Travelling straight ahead,V1:Northbound / V2:Northbound / V3:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car / V3:Passenger car,Dry,Daylight,Clear,,Rte 93 N / UNKNOWN,,Exit 11 on Rte 93 N,,,237094.7253,891674.8051
4026449,BOSTON (DORCHESTER),10-Nov-2014,2:02 PM,Unknown,2,0,0,Not reported,V1: Travelling straight ahead / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Overturn/rollover / V2: Not reported ,V1: Passenger car / V2:Not reported,Not reported,Not reported,Not Reported,,63 WASHINGTON STREET,,,,,236427.3556,901019.4767
3974645,BOSTON,10-Nov-2014,3:10 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,MASSACHUSETTS AVENUE CONNECTOR / MASSACHUSETTS AVENUE CONNECTOR / FRONTAGE ROAD,,,,,,235865.0173,898419.1854
4020481,BOSTON (ROXBURY),10-Nov-2014,4:17 PM,Non-fatal injury,1,1,0,Angle,V1: Travelling straight ahead,V1:Eastbound ,"V1: Collision with cyclist (bicycle, tricycle, unicycle, pedal car) ","V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear/Clear,DUDLEY STREET / BLUE HILL AVENUE,,,,,"P2:Pedalcyclist (bicycle, tricycle, unicycle, pedal car)",235033.3926,897292.2319
4041968,BOSTON,10-Nov-2014,6:00 PM,Non-fatal injury,3,2,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Travelling straight ahead,V1:Northbound / V2:Northbound / V3:Northbound ,V1: Collision with motor vehicle in traffic / V2: Unknown / V3: Not reported ,"V1: Passenger car / V2:Passenger car / V3:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear,,ALFORD STREET Rte 99 N,,,,,235587.9969,904903.6665
3975395,BOSTON (DORCHESTER),11-Nov-2014,5:47 AM,Non-fatal injury,2,2,0,Angle,V1: Travelling straight ahead / V2:Turning left,V1:Northbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Not reported ,V1: Single-unit truck (3-or-more axles) / V2:Passenger car,Dry,Dawn,Clear,BOWDOIN STREET / QUINCY STREET,,,,,,235861.8905,895379.9375
4031796,BOSTON (HYDE PARK),11-Nov-2014,7:00 AM,Not Reported,1,0,0,Single vehicle crash,V1: Turning right,V1:Not reported ,V1: Collision with pedestrian ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear/Clear,ARBORWAY / WASHINGTON STREET,,,,,,231970.1181,894643.7727
3973137,BOSTON,11-Nov-2014,8:38 AM,Non-fatal injury,4,1,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic / V4:Travelling straight ahead,V1:Northbound / V2:Northbound / V3:Northbound / V4:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic / V4: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V3:Passenger car / V4:Passenger car",Dry,Daylight,Clear,,Rte 93 N / UNKNOWN,,Exit 15 on Rte 93 N,,,236972.2496,896473.4282
4027058,BOSTON (CHARLESTOWN),11-Nov-2014,9:12 AM,Not Reported,2,0,0,Not reported,V1: Parked / V2:Turning left,V1:Not reported / V2:Not reported ,V1: Collision with parked motor vehicle / V2: Not reported ,"V1: Passenger car / V2:Unknown heavy truck, cannot classify",Not reported,Not reported,Not Reported,,10 MONUMENT SQUARE,,,,,236245.9958,902958.9479
3974035,BOSTON,11-Nov-2014,10:10 AM,Non-fatal injury,2,1,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,Rte 93 N,,Exit 14 on Rte 93 N,,,237258.9796,894483.3974
3976587,BOSTON,11-Nov-2014,10:55 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Southbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,LEVERETT CONNECTOR SOUTH,,Exit 26 on Rte 93 S,,,234786.4307,903452.9072
3975344,BOSTON,11-Nov-2014,1:40 PM,Non-fatal injury,2,1,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,RIVERWAY / JAMAICAWAY,,,,,231901.0309,897993.2632
4031791,BOSTON (ROXBURY),11-Nov-2014,5:18 PM,Not Reported,2,0,0,Angle,V1: Not reported / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear,,COLUMBUS AVENUE,,,,,,
3981107,BOSTON,11-Nov-2014,5:50 PM,Non-fatal injury,1,1,0,Rear-end,V1: Backing,V1:Not reported ,V1: Collision with pedestrian ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear,,30 FEDERAL STREET,,,,P2:Pedestrian,236521.693,900724.9101
3994103,BOSTON (DORCHESTER),11-Nov-2014,7:02 PM,Not Reported,2,0,0,Head-on,V1: Travelling straight ahead / V2:Turning left,V1:Eastbound / V2:Westbound ,V1: Not reported / V2: Not reported ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Cloudy/Cloudy,NEPONSET AVENUE / ASHMONT STREET,,,,,,237242.0623,893385.3125
3976511,BOSTON,11-Nov-2014,8:35 PM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Travelling straight ahead,V1:Eastbound ,V1: Collision with motor vehicle in traffic ,V1: MOPED,Dry,Dark - lighted roadway,Not Reported,,STORROW DRIVE / DAVID G MUGAR WAY,,,,,235214.6816,900915.4701
3994092,BOSTON (DORCHESTER),11-Nov-2014,10:05 PM,Not Reported,2,0,0,Not reported,V1: Turning left / V2:Travelling straight ahead,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,V1: Passenger car / V2:MOPED,Not reported,Not reported,Not Reported,WASHINGTON STREET / BAILEY STREET,,,,,,235351.872,892598.2707
3976588,BOSTON,12-Nov-2014,2:35 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Northbound ,V1: Collision with median barrier ,V1: Passenger car,Dry,Dark - lighted roadway,Not Reported,,Rte 93 N / UNKNOWN,,Exit 27 on Rte 93 N,,,235655.07,902467.5364
3984163,BOSTON (DORCHESTER),12-Nov-2014,7:00 AM,Non-fatal injury,2,2,0,Not reported,V1: Travelling straight ahead / V2:Turning left,V1:Northbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Not reported,Not reported,Not Reported,MINOT STREET / NEPONSET AVENUE,,,,,,237596.2188,892987
3974036,BOSTON,12-Nov-2014,8:20 AM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Turning left,V1:Southbound ,V1: Collision with guardrail ,V1: Passenger car,Dry,Daylight,Cloudy,,OLD COLONY AVENUE,,,JFK MBTA STATION,,236936.6103,896846.94
3976517,BOSTON,12-Nov-2014,9:30 AM,Property damage only (none injured),2,0,0,Angle,V1: Turning left / V2:Travelling straight ahead,V1:Westbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,WILLIAM T MORRISSEY BOULEVARD / FREEPORT STREET,,,,,,237149.8439,894580.3748
3976952,BOSTON,12-Nov-2014,9:50 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Truck/trailer,Dry,Daylight,"Fog, smog, smoke",,OLD COLONY AVENUE,,,JFK MBTA STATION,,236551.3551,898590.186
3976308,BOSTON,12-Nov-2014,10:28 AM,Property damage only (none injured),2,0,0,Angle,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Cloudy,,MORTON STREET Rte 203 E / HARVARD STREET,,,,,233493.5311,893100.9999
4020079,BOSTON,12-Nov-2014,3:50 PM,Not Reported,1,0,0,Single vehicle crash,V1: Turning left,V1:Not reported ,V1: Collision with pedestrian ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Cloudy,DUDLEY STREET / EAST COTTAGE STREET,,,,,P2:Pedestrian,235262.9841,896851.8751
3973127,BOSTON,12-Nov-2014,3:56 PM,Property damage only (none injured),2,0,0,Angle,V1: Changing lanes / V2:Travelling straight ahead,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,MASSACHUSETTS TURNPIKE Rte UNKNOW / CAMBRIDGE STREET,,,,,230416.9923,900714.4428
4007115,BOSTON,12-Nov-2014,5:10 PM,Non-fatal injury,2,1,0,"Sideswipe, opposite direction",V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Northbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Wet,Dark - lighted roadway,Cloudy/Rain,,JAMAICAWAY Rte UNKNOW / WILLOW POND ROAD,,,,,231761.9221,897172.3749
3974427,BOSTON,12-Nov-2014,6:35 PM,Property damage only (none injured),2,0,0,Angle,V1: Turning left / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Cloudy,,GALLIVAN BOULEVARD,,,NEPONSET CIRCLE,,237731.8737,892907.403
3982176,BOSTON,12-Nov-2014,10:40 PM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Travelling straight ahead,V1:Eastbound ,V1: Collision with guardrail ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,,STORROW DRIVE Rte 28 N / EMBANKMENT ROAD Rte 28 N,,,WEST OF THE LONGFELLOW BRIDGE,,235254.4747,901142.3998
3977872,BOSTON,13-Nov-2014,1:14 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Southbound ,V1: Collision with animal - deer ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear,,VETERANS OF FOREIGN WARS PARKWAY,,,WEST ROXBURY HIGH SCHOOL,,227145.0052,892338.8355
3976281,BOSTON,13-Nov-2014,7:07 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Not reported,Daylight,Clear,,SOUTHBOUND FRONTAGE ROAD / RAMP-RT 93 SB/SB FRONTAGE RD TO MASS AVE,,,MASS AVE CONNECTOR,,235775.8716,898464.283
3975836,BOSTON,13-Nov-2014,7:25 AM,Property damage only (none injured),3,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Travelling straight ahead,V1:Northbound / V2:Northbound / V3:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car / V3:Passenger car,Dry,Daylight,Clear,,JOHN F FITZGERALD EXPRESSWAY Rte 93 N / RAMP-BROADWAY TO RTS 93 NB/3 NB,,,ENTERING TUNNEL,,236459.2298,899879.3848
4020109,BOSTON,13-Nov-2014,9:35 AM,Not Reported,1,0,0,Single vehicle crash,V1: Turning left,V1:Not reported ,V1: Not reported ,V1: Passenger car,Dry,Daylight,Cloudy,MARCELLA STREET / WASHINGTON STREET,,,,,,233537.1089,896781.3721
3977612,BOSTON (DORCHESTER),13-Nov-2014,10:30 AM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Turning right,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Truck/trailer,Dry,Daylight,Clear,COLUMBIA ROAD / HANCOCK STREET,,,,,,235748.0985,896243.9759
3977610,BOSTON (ROXBURY),13-Nov-2014,2:00 PM,Not Reported,3,0,0,Not reported,V1: Parked / V2:Parked / V3:Not reported,V1:Not reported / V2:Not reported / V3:Not reported ,V1: Not reported / V2: Not reported / V3: Not reported ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V3:Single-unit truck (3-or-more axles)",Not reported,Not reported,Not Reported,WASHINGTON STREET / BARTLETT STREET,,,,,,234040.3123,897559.3751
3994078,BOSTON (DORCHESTER),13-Nov-2014,3:37 PM,Non-fatal injury,2,1,0,Single vehicle crash,V1: Travelling straight ahead / V2:Parked,V1:Not reported / V2:Not reported ,V1: Collision with utility pole / V2: Collision with parked motor vehicle ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear/Clear,DORCHESTER AVENUE / ADAMS STREET,,,,,,236297.1561,894655.5625
4041522,BOSTON,13-Nov-2014,5:12 PM,Non-fatal injury,2,4,0,Angle,V1: Turning left / V2:Travelling straight ahead,V1:Not reported / V2:Not reported ,V1: Collision with animal - other / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear,COLUMBUS AVENUE / HEATH STREET,,,,,,233100.8312,897238.0956
3975837,BOSTON,13-Nov-2014,6:10 PM,Property damage only (none injured),3,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Travelling straight ahead,V1:Eastbound / V2:Eastbound / V3:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Passenger car / V3:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Wet,Dark - lighted roadway,Cloudy,,Rte 90 E / UNKNOWN,,Exit 24 on Rte 90 E,,,236020.7529,899669.4659
3995310,BOSTON (DORCHESTER),13-Nov-2014,9:00 PM,Non-fatal injury,2,4,0,Angle,V1: Travelling straight ahead / V2:Turning left,V1:Northbound / V2:Eastbound ,V1: Not reported / V2: Not reported ,V1: Passenger car / V2:Passenger car,Wet,Dark - lighted roadway,Rain,BLUE HILL AVENUE / GLENWAY STREET,,,,,,234172.0698,894682.4281
3974088,BOSTON,13-Nov-2014,9:52 PM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Eastbound ,V1: Collision with median barrier ,V1: Passenger car,Wet,Dark - lighted roadway,Rain,,Rte 90 E,Rte 90  E Milemarker 130.0,,,,229761.494,900823.9692
3977883,BOSTON,13-Nov-2014,10:13 PM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Turning left,V1:Westbound ,V1: Collision with light pole or other post/support ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Wet,Dark - lighted roadway,Rain,,NEPONSET VALLEY PARKWAY / MILTON STREET,,,,,230226.9685,887751.6874
3976282,BOSTON,14-Nov-2014,00:00 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Not reported,V1:Northbound ,V1: Collision with median barrier ,V1: Tractor/semi-trailer,Wet,Dark - lighted roadway,Rain,,Rte 93 N,,Exit 20 on Rte 93 N,,,235935.6734,898219.8317
3975838,BOSTON,14-Nov-2014,1:14 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Leaving traffic lane,V1:Westbound ,V1: Collision with guardrail ,V1: Passenger car,Wet,Dark - lighted roadway,Rain,,RAMP-RT 90 WB TO RT 90 EB,,Exit 20 on Rte 90 W,,,231285.0577,900844.8913
4013556,BOSTON,14-Nov-2014,1:38 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Eastbound ,V1: Collision with guardrail ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Wet,Dark - lighted roadway,Rain,,STORROW DRIVE Rte 28 N / EMBANKMENT ROAD Rte 28 N,,,LONGFELLOW BRIDGE,,235227.2622,901257.4634
3973124,BOSTON,14-Nov-2014,1:58 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Eastbound ,V1: Collision with curb ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Wet,Dark - lighted roadway,Rain,,RAMP-RTS 3/3A TO RT 28 SB / CHARLES STREET CIRCLE,,,CHARLES CIRCLE,,235338.4413,901401.1269
3994091,BOSTON (DORCHESTER),14-Nov-2014,2:36 AM,Property damage only (none injured),2,0,0,Not reported,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Not reported,Not reported,Not Reported,NEPONSET AVENUE / ASHMONT STREET,,,,,,237242.0623,893385.3125
3976512,BOSTON,14-Nov-2014,4:48 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Westbound ,V1: Collision with guardrail ,V1: Passenger car,Wet,Dark - lighted roadway,Rain,,STORROW DRIVE Rte 28 S / RAMP-RTS 3/3A TO RT 28 SB,,,PRIOR TO COPLEY,,235203.1005,901229.6784
3980023,BOSTON,14-Nov-2014,5:50 AM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Entering traffic lane,V1:Eastbound ,V1: Collision with pedestrian ,V1: Passenger car,Dry,Dawn,Clear,,MORTON STREET Rte UNKNOW / JAMES SHEA CIRCLE,,,,P2:Pedestrian,232426.4151,894490.4999
3974037,BOSTON,14-Nov-2014,7:30 AM,Property damage only (none injured),3,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic,V1:Westbound / V2:Westbound / V3:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car / V3:Passenger car",Wet,Daylight,Snow,,125 WILLIAM J DAY BOULEVARD / WILLIAM J DAY BOULEVARD,,,STATE POLICE SOUTH BOSTON,,237127.5468,896980.8005
3975916,BOSTON,14-Nov-2014,7:32 AM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Travelling straight ahead,V1:Westbound ,V1: Collision with guardrail ,V1: Passenger car,Wet,Daylight,Rain,,801 SOLDIERS FIELD ROAD,,,NEWELL BOAT HOUSE,,230787.0834,902179.9392
3983215,BOSTON,14-Nov-2014,7:36 AM,Property damage only (none injured),3,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Travelling straight ahead,V1:Northbound / V2:Northbound / V3:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car / V3:Passenger car",Wet,Daylight,Rain,,JOHN F FITZGERALD EXPRESSWAY Rte 93 N / RAMP-RTS 93 NB/3 NB TO COLUMBIA RD,,,93N BEFORE EXIT 16,,236840.3827,896788.1473
3981463,BOSTON,14-Nov-2014,11:09 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,Rte 93 S / UNKNOWN,,Exit 24 on Rte 93 S,,,236397.1933,901565.6511
3974038,BOSTON,14-Nov-2014,11:23 AM,Non-fatal injury,2,1,0,Angle,V1: Turning right / V2:Travelling straight ahead,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,GALLIVAN BOULEVARD Rte 3A S / RAMP-RTS 93 SB/3 SB TO RTS 3A SB/203 EB Rte 3A S,,,GALLIVAN BLVD. AT WALGREENS,,237521.6812,892773.243
4041576,BOSTON,14-Nov-2014,2:30 PM,Property damage only (none injured),1,0,0,Head-on,V1: Not reported,V1:Not reported ,V1: Not reported ,V1: Passenger car,Dry,Dusk,Clear,WASHINGTON STREET / SCHOOL STREET,,,,,P2:Pedestrian,233018.1565,896090.8751
3975839,BOSTON,14-Nov-2014,2:38 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,Rte 93 N / UNKNOWN,,Exit 23 on Rte 93 N,,,236957.4837,900943.9828
3975840,BOSTON,14-Nov-2014,3:51 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Changing lanes / V2:Changing lanes,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Not Reported,,INTERSTATE 93 Rte 93 S / LEVERETT CONNECTOR SOUTH,,,STATION TUNNEL,,234851.267,903731.0275
3976518,BOSTON,14-Nov-2014,9:05 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear,,GALLIVAN BOULEVARD / MYRTLEBANK AVENUE,,,,,236774.2971,892575.3126
3974429,BOSTON,14-Nov-2014,11:50 PM,Property damage only (none injured),3,0,0,Angle,V1: Travelling straight ahead / V2:Travelling straight ahead / V3:Travelling straight ahead,V1:Westbound / V2:Eastbound / V3:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with curb ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car / V3:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear,,GALLIVAN BOULEVARD Rte 3A S / RAMP-RTS 93 SB/3 SB TO RTS 3A SB/203 EB Rte 3A S,,,WALGREENS,,237554.5293,892793.7592
3979998,BOSTON,15-Nov-2014,1:33 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Turning right,V1:Eastbound ,V1: Collision with median barrier ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,,DAVID G MUGAR WAY Rte UNKNOW / BEACON STREET,,,,,235194.4263,900630.1929
3976303,BOSTON,15-Nov-2014,1:40 AM,Non-fatal injury,2,3,0,Rear-end,V1: Changing lanes / V2:Travelling straight ahead,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear,,SOLDIERS FIELD ROAD / CAMBRIDGE STREET,,,,,231497.2189,901228.0458
3984211,BOSTON (DORCHESTER),15-Nov-2014,1:41 AM,Not Reported,1,0,0,Single vehicle crash,V1: Turning right,V1:Not reported ,V1: Collision with fence ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,MOUNT IDA ROAD / HOMES AVENUE,,,,,,235960.3281,894951.1877
