Crash Number,City/Town Name,Crash Date,Crash Time,Crash Severity,Number of Vehicles,Total Nonfatal Injuries,Total Fatal Injuries,Manner of Collision,Vehicle Action Prior to Crash,Vehicle Travel Directions,Most Harmful Events,Vehicle Configuration,Road Surface Condition,Ambient Light,Weather Condition,At Roadway Intersection,Distance from Nearest Roadway Intersection,Distance from Nearest Milemarker,Distance from Nearest Exit,Distance from Nearest Landmark,Non Motorist Type,X Coordinate,Y Coordinate
3381551,BOSTON,05-Mar-2012,8:42 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,SOLDIERS FIELD ROAD / WESTERN AVENUE,,,SFR EAST BEFORE WESTERN AVE,,231463.6551,901739.6271
3001144,BOSTON,05-Mar-2012,9:25 AM,Non-fatal injury,2,1,0,"Sideswipe, same direction",V1: Entering traffic lane / V2:Entering traffic lane,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Single-unit truck (2-axle, 6-tire)",Dry,Daylight,Clear,,CHARLES STREET,,,CHARLES CIRCLE,,235347.5491,901249.6724
3052258,BOSTON (DORCHESTER),05-Mar-2012,9:28 AM,Non-fatal injury,2,2,0,Not reported,V1: Not reported / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Not reported,Not reported,Not Reported,COLUMBIA ROAD / BIRD STREET,,,,,,235677.7968,896104.7498
2949214,BOSTON,05-Mar-2012,6:15 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear,FRONTAGE ROAD / WEST FOURTH STREET,,,,,,236111.8694,899236.5468
2949439,BOSTON,05-Mar-2012,6:51 PM,Non-fatal injury,2,1,0,Angle,V1: Turning left / V2:Travelling straight ahead,V1:Eastbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear,JAMAICAWAY / BYNNER STREET,,,,,,231761.922,897172.3748
3091533,BOSTON (DORCHESTER),05-Mar-2012,8:07 PM,Non-fatal injury,2,1,0,Angle,V1: Not reported / V2:Not reported,V1:Westbound / V2:Northbound ,V1: Not reported / V2: Not reported ,V1: Passenger car / V2:Not reported,Dry,Dark - lighted roadway,Cloudy/Cloudy,DORCHESTER AVENUE / LINCOLN STREET,,,,,,236256.0937,894457.375
2973011,BOSTON,05-Mar-2012,9:35 PM,Non-fatal injury,2,1,0,Angle,V1: Travelling straight ahead / V2:Turning right,V1:Northbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Bus (seats for more than 15 people, including driver) / V2:Passenger car",Dry,Daylight,Clear,GENEVA AVENUE / JOSEPHINE STREET,,,,,,235785.9998,894505.0626
2960354,BOSTON,05-Mar-2012,10:45 PM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Eastbound ,V1: Collision with curb ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Cloudy,,SOLDIERS FIELD ROAD,,,DOUBLETREE HOTEL,,231510.0467,901104.4669
2942541,BOSTON,06-Mar-2012,1:25 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Eastbound ,V1: Collision with overhead sign support ,V1: MOPED,Dry,Dark - lighted roadway,Not Reported,STORROW DRIVE / RAMP - BERKELEY ST TO RT 28 NB / EMBANKMENT ROAD,,,,OUT SIDE OF TUNNEL,,235195.3786,900841.4738
2969092,BOSTON,06-Mar-2012,7:36 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Cloudy,,STORROW DRIVE / UNIVERSITY ROAD,,,RAMP UNIVERSITY RD TO STORROW EB,,232286.1906,900193.4995
2949440,BOSTON,06-Mar-2012,8:14 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,GALLIVAN BOULEVARD / DORCHESTER AVENUE,,,,,235804.4062,892252.5627
2997678,BOSTON (CHARLESTOWN),06-Mar-2012,8:20 AM,Property damage only (none injured),1,0,0,Angle,V1: Turning left,V1:Not reported ,"V1: Collision with cyclist (bicycle, tricycle, unicycle, pedal car) ",V1: Passenger car,Dry,Daylight,Clear,MAIN STREET / AUSTIN STREET,,,,,"P2:Pedalcyclist (bicycle, tricycle, unicycle, pedal car)",235889.9712,902848.3269
2955949,BOSTON,06-Mar-2012,8:39 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear,,Rte 93 N,,Exit 26 on Rte 93 N,,,236359.991,901656.6829
2997672,BOSTON,06-Mar-2012,9:26 AM,Not Reported,1,0,0,Unknown,V1: Backing,V1:Not reported ,V1: Collision with pedestrian ,V1: Not reported,Dry,Daylight,Clear,,INDIA STREET,,,,P2:Pedestrian,,
2949217,BOSTON,06-Mar-2012,11:20 AM,Non-fatal injury,3,1,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic / V3:Travelling straight ahead,V1:Northbound / V2:Northbound / V3:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car / V3:Passenger car",Dry,Daylight,Clear,,Rte 93 N,,Exit 15 on Rte 93 N,,,236950.5387,896542.3648
3002430,BOSTON,06-Mar-2012,2:23 PM,Property damage only (none injured),2,0,0,Not reported,V1: Changing lanes / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Not reported,Not reported,Not Reported,,FENWAY / BROOKLINE AVENUE,,,,,232691.9572,899212.3563
3000834,BOSTON,06-Mar-2012,3:49 PM,Property damage only (none injured),2,0,0,Angle,V1: Changing lanes / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Not Reported,,Rte 93 N,,Exit 13 on Rte 93 N,,,237394.3029,894142.3759
3380289,BOSTON,06-Mar-2012,6:52 PM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Northbound ,V1: Reported but invalid ,V1: Motorcycle,Dry,Dark - lighted roadway,Clear,,RAMP - SUMNER TUNNEL TO I-93 NORTH / INTERSTATE 93 Rte 93 N,,,ZAKIM BRIDGE,,235422.8154,902657.2494
3289294,BOSTON (MATTAPAN),07-Mar-2012,3:30 AM,Not Reported,1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Not reported ,V1: Not reported ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,,AMERICAN LEGION HIGHWAY,,,,,,
3380290,BOSTON,07-Mar-2012,7:35 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,TEMPORARY RAMP Rte 1 S / MAURICE TOBIN BRIDGE,,,TOBIN BRIDGE,,235853.0976,902245.2623
3168358,BOSTON,07-Mar-2012,8:07 AM,Non-fatal injury,3,1,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic,V1:Northbound / V2:Northbound / V3:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car / V3:Passenger car",Dry,Daylight,Clear,,Rte 93 N / UNKNOWN Rte RAMP -,,Exit 14 on Rte 93 N,,,237258.9796,894483.3974
3292263,BOSTON,07-Mar-2012,8:30 AM,Non-fatal injury,2,1,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,104 TALBOT AVENUE / WALES STREET,,,,,234382.1721,893750.0623
3061851,BOSTON,07-Mar-2012,9:50 AM,Property damage only (none injured),2,0,0,Angle,V1: Turning left / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear/Clear,ALBANY STREET / TRAVELER STREET,,,,,,236086.8879,899375.6393
3069465,BOSTON,07-Mar-2012,9:55 AM,Not Reported,1,0,0,Single vehicle crash,V1: Turning right,V1:Eastbound ,V1: Collision with light pole or other post/support ,V1: Not reported,Dry,Daylight,Clear/Clear,MELNEA CASS BOULEVARD / WASHINGTON STREET,,,,,,234535.2381,898131.509
3003332,BOSTON,07-Mar-2012,11:38 AM,Property damage only (none injured),2,0,0,Angle,V1: Turning right / V2:Turning right,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Truck/trailer",Dry,Daylight,Clear,KOSCIUSZKO CIRCLE / COLUMBIA ROAD,,,,,,236959.1828,896919.6787
3000835,BOSTON,07-Mar-2012,1:37 PM,Non-fatal injury,2,2,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Changing lanes,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Truck/trailer,Dry,Daylight,Clear,,Rte 93 N,,Exit 15 on Rte 93 N,,,236950.5387,896542.3648
2972994,BOSTON,07-Mar-2012,1:45 PM,Non-fatal injury,2,1,0,Angle,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Bus (seats for more than 15 people, including driver) / V2:Passenger car",Dry,Daylight,Clear,D STREET / SILVER STREET,,,,,,236977.453,898756.5002
2966890,BOSTON,07-Mar-2012,3:07 PM,Property damage only (none injured),3,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Travelling straight ahead,V1:Northbound / V2:Northbound / V3:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V3:Passenger car",Dry,Daylight,Clear,,Rte 93 N,,Exit 23 on Rte 93 N,,,236935.5032,901011.367
2989484,BOSTON,07-Mar-2012,3:34 PM,Non-fatal injury,2,1,0,Not reported,V1: Not reported / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,"V1: Passenger car / V2:Bus (seats for more than 15 people, including driver)",Not reported,Not reported,Not Reported,,77 NORTH WASHINGTON STREET,,,,,236377.148,901719.0008
3381414,BOSTON,07-Mar-2012,8:42 PM,Property damage only (none injured),3,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Travelling straight ahead,V1:Northbound / V2:Northbound / V3:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car / V3:Passenger car,Dry,Dark - lighted roadway,Clear,,MASSACHUSETTS AVENUE Rte 2A W / RAMP - STORROW DR TO RT 2A WB,,,MASS AVE BRIDGE,,233753.5319,900308.2687
3005342,BOSTON,08-Mar-2012,1:52 AM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Leaving traffic lane,V1:Southbound ,V1: Collision with guardrail ,V1: Passenger car,Dry,Dark - lighted roadway,Not Reported,,WILLIAM T MORRISSEY BOULEVARD / POPES HILL STREET,,,LAMBERT&AMP;APOS;S,,237240.2031,893757.7504
3215330,BOSTON (BRIGHTON),08-Mar-2012,7:50 AM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Travelling straight ahead,V1:Northbound ,V1: Unknown ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear/Clear,,30 ATHOL STREET / BRENTWOOD STREET,,,,P2:Pedestrian,230107.2189,901177.1876
3380291,BOSTON,08-Mar-2012,8:00 AM,Property damage only (none injured),3,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead / V3:Travelling straight ahead,V1:Northbound / V2:Northbound / V3:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car / V3:Passenger car,Dry,Daylight,Clear,,Rte 93 N / RAMP - RT 90 TO RT 93 NB,,,AFTER RAMP D MERGE,,236586.6744,900221.0823
2997673,BOSTON,08-Mar-2012,10:07 AM,Not Reported,1,0,0,Single vehicle crash,V1: Not reported,V1:Not reported ,V1: Not reported ,V1: Not reported,Dry,Daylight,Clear/Clear,CAMBRIDGE STREET / BLOSSOM STREET,,,,,P2:Pedestrian,235676.3607,901282.612
2969093,BOSTON,08-Mar-2012,11:56 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,SAINT THOMAS MORE ROAD,,,CHESTNUT HILL RESERVOIR,,227769.9262,898215.6888
2954165,BOSTON,08-Mar-2012,12:57 PM,Property damage only (none injured),2,0,0,Angle,V1: Slowing or stopped in traffic / V2:Turning left,V1:Southbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear,,SUMMER STREET / ELKINS STREET,,,SUMMER STREET @ ELKIN STREET,,238275.5,898851.9375
3002939,BOSTON,08-Mar-2012,3:05 PM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Westbound ,V1: Collision with overhead sign support ,V1: Truck/trailer,Dry,Daylight,Clear,,MASSACHUSETTS TURNPIKE Rte 90 W,,,CONNECTOR TUNNEL @ UR105W,,237737.1951,899779.5574
2951618,BOSTON,08-Mar-2012,3:34 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear/Cloudy,,STORROW DRIVE / CHARLESGATE OVERPASS,,,,,233518.1633,900133.725
2950820,BOSTON,08-Mar-2012,4:58 PM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Changing lanes,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear/Cloudy,,STORROW DRIVE / RAMP - STORROW DRIVE TO CLARENDON STREET,,,IN THE AREA OF COPLEY SQUARE,,234587.7057,900481.7264
2949433,BOSTON,08-Mar-2012,4:58 PM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Westbound ,V1: Collision with curb ,V1: Passenger car,Dry,Daylight,Clear/Cloudy,,Rte 90 W,,Exit 20 on Rte 90 W,,,231452.5043,900558.3731
3298804,BOSTON (JAMAICA PLAIN),08-Mar-2012,5:30 PM,Non-fatal injury,2,2,0,Angle,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Northbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dawn,Cloudy,SOUTH HUNTINGTON AVENUE / PERKINS STREET,,,,,,231975.1096,896863.1877
2951627,BOSTON,08-Mar-2012,6:04 PM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Travelling straight ahead,V1:Eastbound ,V1: Collision with pedestrian ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear,,WILLIAM DAY BOULEVARD / 1825 L STREET,,,@ COLUMBIA YACHT CLUB,P3:Pedestrian,238272.7312,897753.5062
2955950,BOSTON,08-Mar-2012,6:25 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear,,Rte 93 S,,Exit 23 on Rte 93 S,,,236856.2793,901152.8251
2949434,BOSTON,08-Mar-2012,6:40 PM,Property damage only (none injured),3,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic,V1:Westbound / V2:Westbound / V3:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V3:Passenger car",Dry,Dark - lighted roadway,Clear,,Rte 90 W,,,,,232572.2182,899870.4883
3298016,BOSTON,08-Mar-2012,7:24 PM,Unknown,1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Northbound ,V1: Collision with median barrier ,V1: Passenger car,Dry,Dark - lighted roadway,Severe crosswinds,HYDE PARK AVENUE / WALK HILL STREET,,,,,,231647.8279,894025.4374
3028851,BOSTON (DORCHESTER),08-Mar-2012,7:25 PM,Non-fatal injury,2,2,0,"Sideswipe, same direction",V1: Turning left / V2:Overtaking/passing,V1:Northbound / V2:Northbound ,V1: Not reported / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Dark - lighted roadway,Cloudy,,767 DORCHESTER AVENUE / HOWELL STREET,,,CORPORATION UHALL,,236526.1629,897241.8931
3002432,BOSTON,09-Mar-2012,6:20 AM,Non-fatal injury,2,1,0,Angle,V1: Travelling straight ahead / V2:Turning left,V1:Eastbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,SOLDIERS FIELD ROAD,,,,,228269.4389,901002.0686
2950814,BOSTON,09-Mar-2012,8:45 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,Rte 93 N,,Exit 23 on Rte 93 N,,,236935.5032,901011.367
