f,d,i,e,Intersection Number,Associated Streets,Collection Date,Data Type,Neighborhood Code,Site Location,Street Name,Study Period,Study Type,url
z56,8611,9,PDF,"","","09/27/2016","XXX","BOSTON PROPER","6","MASSACHUSETTS AVE","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8611%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8612,2,XLS,"","","09/27/2016","CLASSIFICATION","BOSTON PROPER","455","MASSACHUSETTS AVE","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8612%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8613,2,XLS,"","","09/27/2016","VOLUME","BOSTON PROPER","455","MASSACHUSETTS AVE","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8613%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8614,9,PDF,"","","09/27/2016","XXX","BOSTON PROPER","455","MASSACHUSETTS AVE","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8614%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8615,2,XLS,"","","09/27/2016","CLASSIFICATION","BOSTON PROPER","621","MASSACHUSETTS AVE","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8615%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8616,2,XLS,"","","09/27/2016","VOLUME","BOSTON PROPER","621","MASSACHUSETTS AVE","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8616%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8617,9,PDF,"","","09/27/2016","XXX","BOSTON PROPER","621","MASSACHUSETTS AVE","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8617%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8618,2,XLS,"","","09/27/2016","CLASSIFICATION","ROXBURY","1080","MASSACHUSETTS AVE","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8618%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8619,2,XLS,"","","09/27/2016","VOLUME","ROXBURY","1080","MASSACHUSETTS AVE","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8619%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8620,9,PDF,"","","09/27/2016","XXX","ROXBURY","1080","MASSACHUSETTS AVE","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8620%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8621,2,XLS,"","","09/27/2016","CLASSIFICATION","EAST BOSTON","477","MERIDIAN ST","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8621%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8622,2,XLS,"","","09/27/2016","VOLUME","EAST BOSTON","477","MERIDIAN ST","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8622%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8623,9,PDF,"","","09/27/2016","XXX","EAST BOSTON","477","MERIDIAN ST","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8623%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8624,2,XLS,"","","09/27/2016","CLASSIFICATION","DORCHESTER","240","MT VERNON ST","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8624%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8625,2,XLS,"","","09/27/2016","VOLUME","DORCHESTER","240","MT VERNON ST","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8625%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8626,9,PDF,"","","09/27/2016","XXX","DORCHESTER","240","MT VERNON ST","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8626%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8627,2,XLS,"","","09/27/2016","CLASSIFICATION","ALLSTON BRIGHTON","55","NORTH HARVARD ST","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8627%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8628,2,XLS,"","","09/27/2016","VOLUME","ALLSTON BRIGHTON","55","NORTH HARVARD ST","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8628%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8629,9,PDF,"","","09/27/2016","XXX","ALLSTON BRIGHTON","55","NORTH HARVARD ST","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8629%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8630,2,XLS,"","","09/27/2016","CLASSIFICATION","BOSTON PROPER","160","NORTH WASHINGTON ST","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8630%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8631,2,XLS,"","","09/27/2016","VOLUME","BOSTON PROPER","160","NORTH WASHINGTON ST","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8631%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8632,9,PDF,"","","09/27/2016","XXX","BOSTON PROPER","160","NORTH WASHINGTON ST","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8632%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8633,2,XLS,"","","09/27/2016","CLASSIFICATION","DORCHESTER","29","PLEASANT ST","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8633%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8634,2,XLS,"","","09/27/2016","VOLUME","DORCHESTER","29","PLEASANT ST","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8634%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8635,9,PDF,"","","09/27/2016","XXX","DORCHESTER","29","PLEASANT ST","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8635%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8636,2,XLS,"","","09/27/2016","CLASSIFICATION","BOSTON PROPER","10","POST OFFICE SQ","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8636%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8637,2,XLS,"","","09/27/2016","VOLUME","BOSTON PROPER","10","POST OFFICE SQ","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8637%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8638,9,PDF,"","","09/27/2016","XXX","BOSTON PROPER","10","POST OFFICE SQ","48 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8638%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8639,2,XLS,"","","09/27/2016","CLASSIFICATION","ROXBURY","259","QUINCY ST","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8639%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8640,2,XLS,"","","09/27/2016","VOLUME","ROXBURY","259","QUINCY ST","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8640%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8641,9,PDF,"","","09/27/2016","XXX","ROXBURY","259","QUINCY ST","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8641%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8642,2,XLS,"","","09/27/2016","CLASSIFICATION","SOUTH BOSTON","55","SEAPORT BLVD","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8642%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8643,2,XLS,"","","09/27/2016","VOLUME","SOUTH BOSTON","55","SEAPORT BLVD","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8643%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8644,9,PDF,"","","09/27/2016","XXX","SOUTH BOSTON","55","SEAPORT BLVD","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8644%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3ePDF%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8645,2,XLS,"","","09/27/2016","CLASSIFICATION","ROXBURY","108","SEAVER ST","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8645%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
z56,8646,2,XLS,"","","09/27/2016","VOLUME","ROXBURY","108","SEAVER ST","72 HOURS","AUTOMATED TRAFFICE RECORDING","https://sceris.cityofboston.gov/sceriswebbtd/client/NffViewer.aspx?nffCollParams=%3cNffCollection+xmlns%3axsi%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema-instance%22+xmlns%3axsd%3d%22http%3a%2f%2fwww.w3.org%2f2001%2fXMLSchema%22%3e%3cFolderIDs%3e%3cint%3e56%3c%2fint%3e%3c%2fFolderIDs%3e%3cDocIDs%3e%3cint%3e8646%3c%2fint%3e%3c%2fDocIDs%3e%3cExtensions%3e%3cstring%3eXLS%3c%2fstring%3e%3c%2fExtensions%3e%3c%2fNffCollection%3e"
